FromNodeId,ToNodeId
17010,1943
17010,2489
17010,3426
17010,4049
17010,16961
17010,17897
17010,26904
17010,27801
17010,32403
17010,35262
17010,40848
17010,44114
17010,45648
17010,45654
17010,47702
17010,49335
17010,55416
17010,56358
17010,64003
17010,64714
17010,66411
17010,71844
17010,72504
17010,79185
17010,84491
44114,5874
44114,14789
44114,17010
44114,32403
44114,33245
44114,34338
44114,35262
44114,35425
44114,45648
44114,45654
44114,45957
44114,47702
44114,50498
44114,64714
44114,64959
44114,71391
44114,73805
32403,9497
32403,17010
32403,35425
32403,44114
32403,45648
32403,45654
32403,45957
32403,50498
32403,54775
32403,55416
32403,55543
32403,60793
32403,69509
32403,74685
45648,1813
45648,8545
45648,17010
45648,21182
45648,23161
45648,23931
45648,24948
45648,27133
45648,32403
45648,35673
45648,35715
45648,37376
45648,39533
45648,39731
45648,44114
45648,45654
45648,51356
45648,53647
45648,63397
45648,63448
45648,66411
45648,69438
45648,72546
45648,75605
45648,77229
45648,78028
45648,79437
45648,80388
45648,83411
45648,87258
45654,17010
45654,32403
45654,35673
45654,44114
45654,45648
45654,51356
45654,77229
10199,509
10199,616
10199,1039
10199,2885
10199,3959
10199,13649
10199,13734
10199,14271
10199,16341
10199,17442
10199,20269
10199,21627
10199,21762
10199,22647
10199,22972
10199,25791
10199,27559
10199,29294
10199,30674
10199,32842
10199,35819
10199,39157
10199,40046
10199,42614
10199,43649
10199,46432
10199,47151
10199,47155
10199,47194
10199,47721
10199,47739
10199,48145
10199,48203
10199,48961
10199,49342
10199,49811
10199,51402
10199,52484
10199,52802
10199,54761
10199,54806
10199,56493
10199,58574
10199,61729
10199,63071
10199,63819
10199,63948
10199,64418
10199,64432
10199,65032
10199,65060
10199,73560
10199,73820
10199,74899
10199,81913
10199,88067
10199,88073
10199,88436
10199,89099
13734,3959
13734,4137
13734,7138
13734,10199
13734,14271
13734,20269
13734,21627
13734,21762
13734,27599
13734,35048
13734,35088
13734,35341
13734,41370
13734,44242
13734,46432
13734,47151
13734,47194
13734,47721
13734,49811
13734,52802
13734,53381
13734,54806
13734,57809
13734,58474
13734,65060
13734,66411
13734,71712
13734,77655
13734,81318
13734,82414
13734,82495
13734,86306
47194,1817
47194,2489
47194,5289
47194,10199
47194,11575
47194,13734
47194,25275
47194,26954
47194,33598
47194,43618
47194,48203
47194,48834
47194,52484
47194,54104
47194,55416
47194,62885
47194,64959
47194,71844
47194,72504
47194,77170
47194,78736
47194,84809
31569,977
31569,8659
31569,8803
31569,14126
31569,14490
31569,15663
31569,16471
31569,26432
31569,31086
31569,32120
31569,37048
31569,37591
31569,39731
31569,41954
31569,43739
31569,49286
31569,62089
31569,65747
31569,68340
31569,68712
31569,73085
31569,73185
31569,73477
31569,75359
31569,77737
31569,81316
31569,81877
31569,83833
31569,84909
32120,6631
32120,8687
32120,8803
32120,20350
32120,26707
32120,31569
32120,31690
32120,31803
32120,32140
32120,37048
32120,39731
32120,48014
32120,49820
32120,53822
32120,56899
32120,62941
32120,69024
32120,70179
32120,71080
32120,71444
32120,73004
32120,77170
32120,80024
32120,81316
32120,83833
32120,84909
37048,5909
37048,6792
37048,22588
37048,25442
37048,30952
37048,31086
37048,31569
37048,32120
37048,37114
37048,39731
37048,55711
37048,59562
37048,65747
37048,67091
37048,71897
37048,72211
37048,81316
37048,83833
37048,84206
37048,84870
37048,84909
37048,85733
37048,87632
39731,185
39731,1072
39731,4593
39731,5145
39731,7456
39731,13401
39731,14402
39731,14739
39731,16696
39731,17387
39731,20992
39731,25275
39731,25481
39731,30244
39731,31569
39731,32120
39731,32449
39731,37048
39731,38291
39731,45317
39731,45331
39731,45648
39731,52484
39731,66411
39731,71532
39731,73477
39731,75359
39731,78636
39731,79437
39731,80733
39731,81320
39731,83833
39731,84909
83833,31569
83833,32120
83833,37048
83833,39731
83833,81316
